x,y,distance
136,0,9380.682617
136,1,8685.256836
136,2,7935.465332
136,3,7198.444824
136,4,6467.41748
136,5,5741.318359
136,6,5020.879883
136,7,4427.226074
136,8,3923.479248046875
136,9,3423.602539
136,10,2928.532958984375
136,11,2438.132813
136,12,1957.125977
136,13,1492.5084228515625
136,14,1088.7628173828125
136,15,855.0675048828125
136,16,675.6169434
136,17,509.7575684
136,18,311.2817383
136,19,114.00777435302734
136,20,80.29546356201172
136,21,78.32394409179688
136,22,76.19300842285156
136,23,73.88224792480469
136,24,70.89158630371094
136,25,67.03762817382812
136,26,64.57381439208984
136,27,62.34355926513672
136,28,59.74377441
136,29,57.38615036010742
136,30,54.30620574951172
136,31,51.012596130371094
136,32,47.69111633300781
136,33,45.52382278442383
136,34,43.83205795288086
136,35,42.17113494873047
136,36,40.63718032836914
136,37,39.284305572509766
136,38,37.92449188232422
136,39,36.55616379
136,40,35.26272964477539
136,41,34.06777572631836
136,42,32.9393425
136,43,31.854854583740234
136,44,30.78208351135254
136,45,29.757892608642578
136,46,28.83904266357422
136,47,27.983165740966797
136,48,27.13201904296875
136,49,26.291990280151367
136,50,25.552043914794922
136,51,24.87478256225586
136,52,24.21957015991211
136,53,23.609840393066406
136,54,23.048263549804688
136,55,22.52283287
136,56,22.021459579467773
136,57,21.559919357299805
136,58,21.100635528564453
136,59,20.642757415771484
136,60,20.186172485351562
136,61,19.730758666992188
136,62,19.276399612426758
136,63,18.822975158691406
136,64,18.37036705
136,65,17.918460845947266
136,66,17.467130661010742
136,67,17.016263961791992
136,68,16.565744400024414
136,69,16.115449905395508
136,70,15.665260314941406
136,71,15.236103057861328
136,72,14.831823348999023
136,73,14.427301406860352
136,74,14.022415161132812
136,75,13.636417388916016
136,76,13.264947891235352
136,77,12.892777442932129
136,78,12.519790649414062
136,79,12.149270057678223
136,80,11.796805381774902
136,81,11.443224906921387
136,82,11.088412284851074
136,83,10.732261657714844
136,84,10.374658584594727
136,85,10.015496253967285
136,86,9.654660225
136,87,9.292041778564453
136,88,8.927530288696289
136,89,8.561011314
136,90,8.192381858825684
136,91,7.821520805358887
136,92,7.448326110839844
136,93,7.072680950164795
136,94,6.707304954528809
136,95,6.3495683670043945
136,96,5.989843368530273
136,97,5.628057479858398
136,98,5.264127731323242
136,99,4.897973537445068
136,100,4.529519557952881
136,101,4.158685684204102
136,102,3.7853899002075195
136,103,3.4095563888549805
136,104,3.031104088
136,105,2.6499576568603516
136,106,2.2660317420959473
136,107,1.8792544603347778
136,108,1.4963394403457642
136,109,1.132299542427063
136,110,0.7662545442581177
136,111,0.39816486835479736
136,112,0.027971386909484863
136,113,-0.344375968
136,114,-0.718925834
136,115,-1.095730186
136,116,-1.463621974
136,117,-1.805472255
136,118,-2.148287773
136,119,-2.49208498
136,120,-2.836886883
137,0,9535.34668
137,1,8837.011719
137,2,8084.242676
137,3,7344.610352
137,4,6610.992188
137,5,5882.822266
137,6,5156.915039
137,7,4541.793457
137,8,4036.349121
137,9,3534.712646484375
137,10,3037.966797
137,11,2546.032958984375
137,12,2061.279297
137,13,1594.2816162109375
137,14,1167.924560546875
137,15,909.7911987304688
137,16,722.5045166015625
137,17,555.2066650390625
137,18,365.171875
137,19,168.68092346191406
137,20,80.75094604492188
137,21,78.78507995605469
137,22,76.71358489990234
137,23,74.44968414
137,24,71.74111176
137,25,68.15047454833984
137,26,65.1192627
137,27,62.963157653808594
137,28,60.49610519
137,29,58.06596755981445
137,30,55.15769958496094
137,31,51.9630127
137,32,48.58453369140625
137,33,45.85396194458008
137,34,44.14842987060547
137,35,42.496395111083984
137,36,40.91904067993164
137,37,39.540157318115234
137,38,38.19188309
137,39,36.84629821777344
137,40,35.54640579223633
137,41,34.346534729003906
137,42,33.219425201416016
137,43,32.13558578491211
137,44,31.05854034423828
137,45,30.018672943115234
137,46,29.074787139892578
137,47,28.21979522705078
137,48,27.369609832763672
137,49,26.535423278808594
137,50,25.744266510009766
137,51,25.059139251708984
137,52,24.397010803222656
137,53,23.777441024780273
137,54,23.208316802978516
137,55,22.682567596435547
137,56,22.178335189819336
137,57,21.702564239501953
137,58,21.244171142578125
137,59,20.787206649780273
137,60,20.331554412841797
137,61,19.877090454101562
137,62,19.423702239990234
137,63,18.971261978149414
137,64,18.51965332
137,65,18.068756103515625
137,66,17.618446350097656
137,67,17.168607711791992
137,68,16.719118118286133
137,69,16.269861221313477
137,70,15.820709228515625
137,71,15.39083480834961
137,72,14.987581253051758
137,73,14.584076881408691
137,74,14.180205345153809
137,75,13.792491912841797
137,76,13.422001838684082
137,77,13.050800323486328
137,78,12.67876911
137,79,12.305793762207031
137,80,11.951852798461914
137,81,11.599141120910645
137,82,11.245179176330566
137,83,10.889859199523926
137,84,10.533061027526855
137,85,10.174677848815918
137,86,9.814594268798828
137,87,9.452696800231934
137,88,9.088876724243164
137,89,8.723018646240234
137,90,8.355010986328125
137,91,7.984737873077393
137,92,7.612090587615967
137,93,7.236956596374512
137,94,6.859219551086426
137,95,6.4787726402282715
137,96,6.108032227
137,97,5.746481418609619
137,98,5.382753372192383
137,99,5.016765594482422
137,100,4.648436546325684
137,101,4.2776899337768555
137,102,3.9044418334960938
137,103,3.528614044189453
137,104,3.150125026702881
137,105,2.7688965797424316
137,106,2.384845257
137,107,1.9978915452957153
137,108,1.6079570055007935
137,109,1.2149564027786255
137,110,0.8424159288406372
137,111,0.4740811586380005
137,112,0.10361301898956299
137,113,-0.269044757
137,114,-0.643941283
137,115,-1.021130443
137,116,-1.400663257
137,117,-1.775992274
137,118,-2.119005203
137,119,-2.463020325
137,120,-2.808055401
138,0,9690.010742
138,1,8988.765625
138,2,8233.020508
138,3,7490.775879
138,4,6754.566406
138,5,6024.327148
138,6,5294.049316
138,7,4656.36084
138,8,4149.108887
138,9,3645.821289
138,10,3147.400146484375
