x,underY,distance
7,93,4.947449684143066
7,94,4.580633640289307
7,95,4.2127909660339355
7,96,3.843881607055664
7,97,3.473863124847412
7,98,3.102689266204834
7,99,2.730320453643799
7,100,2.3567142486572266
7,101,1.9818259477615356
7,102,1.6056171655654907
7,103,1.228040337562561
7,104,0.8664079904556274
7,105,0.5092955827713013
7,106,0.15156996250152588
7,107,-0.206779838
7,108,-0.565773368
7,109,-0.925428271
7,110,-1.285763144
7,111,-1.646789908
7,112,-2.008533478
7,113,-2.371003628
7,114,-2.734224796
7,115,-3.098207951
7,116,-3.462976456
7,117,-3.828545094
7,118,-4.194927692
7,119,-4.562148094
7,120,-4.930219173
8,0,2958.750732421875
8,1,2750.504638671875
8,2,2537.465576171875
8,3,2326.496582
8,4,2115.643555
8,5,1902.643555
8,6,1694.541992
8,7,1487.600098
8,8,1284.643798828125
8,9,1131.8868408203125
8,10,1020.2785034179688
8,11,841.7755126953125
8,12,657.8121337890625
8,13,430.7726135253906
8,14,210.08151245117188
8,15,98.15894317626953
8,16,95.65024567
8,17,93.10523223876953
8,18,90.65594482421875
8,19,88.29630279541016
8,20,86.02996826171875
8,21,83.89949798583984
8,22,81.80956268310547
8,23,79.69376373291016
8,24,77.66268157958984
8,25,75.53705596923828
8,26,73.4489975
8,27,71.47113037109375
8,28,68.52618408203125
8,29,63.803707122802734
8,30,59.80401611328125
8,31,57.44783020019531
8,32,54.58506393432617
8,33,51.24103546142578
8,34,47.63322830200195
8,35,44.87696457
8,36,42.577423095703125
8,37,40.77804183959961
8,38,39.24106979370117
8,39,38.00233840942383
8,40,37.07516860961914
8,41,36.09070587158203
8,42,35.08262252807617
8,43,34.06406784057617
8,44,32.92802047729492
8,45,31.770069122314453
8,46,30.619796752929688
8,47,29.497915267944336
8,48,28.34624481201172
8,49,27.216339111328125
8,50,26.127761840820312
8,51,25.073959350585938
8,52,24.034988403320312
8,53,23.076662063598633
8,54,22.23092269897461
8,55,21.503013610839844
8,56,20.86118507385254
8,57,20.258502960205078
8,58,19.657875061035156
8,59,19.059139251708984
8,60,18.487504959106445
8,61,17.97417449951172
8,62,17.462467193603516
8,63,16.951461791992188
8,64,16.441072463989258
8,65,15.931211471557617
8,66,15.421785354614258
8,67,14.912708282470703
8,68,14.40420150756836
8,69,13.92194938659668
8,70,13.484159469604492
8,71,13.051492691040039
8,72,12.618776321411133
8,73,12.202974319458008
8,74,11.814029693603516
8,75,11.424914360046387
8,76,11.035581588745117
8,77,10.659321784973145
8,78,10.302803039550781
8,79,9.945947647094727
8,80,9.588709831237793
8,81,9.231049537658691
8,82,8.872923851013184
8,83,8.514289855957031
8,84,8.155109405517578
8,85,7.7953362464904785
8,86,7.434930324554443
8,87,7.073850631713867
8,88,6.712055206298828
8,89,6.349498748779297
8,90,5.986142158508301
8,91,5.621944427490234
8,92,5.256862640380859
8,93,4.890852928161621
8,94,4.523873805999756
8,95,4.155887603759766
8,96,3.7868471145629883
8,97,3.4167141914367676
8,98,3.0454440116882324
8,99,2.672996997833252
8,100,2.2993297576904297
8,101,1.9244004487991333
8,102,1.5554581880569458
8,103,1.1995073556900024
8,104,0.8429924249649048
8,105,0.4858905076980591
8,106,0.12819397449493408
8,107,-0.23012197
8,108,-0.589073062
8,109,-0.948675513
8,110,-1.308943629
8,111,-1.669899821
8,112,-2.031555653
8,113,-2.393932819
8,114,-2.7570467
8,115,-3.120915413
8,116,-3.485554695
8,117,-3.850983143
8,118,-4.217213631
8,119,-4.584267616
8,120,-4.952162266
9,0,2913.381103515625
9,1,2706.115723
9,2,2493.895751953125
9,3,2283.717529296875
9,4,2073.645263671875
9,5,1861.1817626953125
9,6,1653.855712890625
9,7,1447.366943359375
9,8,1247.180908203125
9,9,1101.969970703125
9,10,991.2396240234375
9,11,803.0600586
9,12,613.2509155273438
9,13,386.8202209472656
9,14,174.56161499023438
9,15,97.59369659423828
9,16,95.06909942626953
9,17,92.53078461
9,18,90.12799835205078
9,19,87.77164459228516
9,20,85.49014282226562
9,21,83.37065887451172
9,22,81.28230285644531
9,23,79.18069458007812
9,24,77.09915924072266
9,25,74.96002197265625
9,26,72.96468353271484
9,27,70.82386016845703
9,28,67.26379395
9,29,62.54774094
9,30,59.224510192871094
9,31,56.869930267333984
9,32,53.78255081176758
9,33,50.32044601
9,34,47.026390075683594
9,35,44.42613983154297
9,36,42.234710693359375
9,37,40.51148223876953
9,38,39.00075149536133
9,39,37.82906723022461
9,40,36.86298751831055
9,41,35.87063980102539
9,42,34.82555008
9,43,33.768096923828125
9,44,32.60980224609375
9,45,31.450870513916016
9,46,30.29950714111328
9,47,29.16692543029785
9,48,27.996986389160156
9,49,26.860702514648438
9,50,25.79076576
9,51,24.735309600830078
9,52,23.722640991210938
9,53,22.781312942504883
9,54,22.005775451660156
9,55,21.30364990234375
9,56,20.687747955322266
9,57,20.084009170532227
9,58,19.48229217529297
9,59,18.903926849365234
9,60,18.386985778808594
9,61,17.873828887939453
9,62,17.36145592
9,63,16.849775314331055
9,64,16.338703155517578
9,65,15.828146934509277
9,66,15.318023681640625
9,67,14.813156127929688
9,68,14.319658279418945
9,69,13.864274978637695
9,70,13.431259155273438
9,71,12.998237609863281
9,72,12.565170288085938
9,73,12.151363372802734
9,74,11.762084007263184
9,75,11.372636795043945
9,76,10.982975959777832
9,77,10.606839179992676
9,78,10.250004768371582
9,79,9.892835617
9,80,9.535293579101562
9,81,9.177332878112793
9,82,8.818912506103516
9,83,8.459993362426758
9,84,8.100535393
9,85,7.7404961585998535
9,86,7.379830837249756
