x,y,distance
34,0,1779.8084716796875
34,1,1596.388427734375
34,2,1404.781738
34,3,1213.747802734375
34,4,1018.154541015625
34,5,825.5415649414062
34,6,674.0712280273438
34,7,540.7300415039062
34,8,358.1726989746094
34,9,151.32069396972656
34,10,96.66835021972656
34,11,94.14427947998047
34,12,91.57419586
34,13,89.13235473632812
34,14,86.76934814453125
34,15,84.37149047851562
34,16,82.00331879
34,17,79.94373321533203
34,18,78.13205719
34,19,76.43424224853516
34,20,72.05918121
34,21,67.67189025878906
34,22,65.11447906
34,23,63.191707611083984
34,24,61.03245544433594
34,25,58.445255279541016
34,26,55.55046463012695
34,27,52.68960189819336
34,28,50.12968826293945
34,29,47.80802536010742
34,30,45.56516647338867
34,31,43.36638259887695
34,32,41.18035125732422
34,33,39.312713623046875
34,34,37.752994537353516
34,35,36.53127670288086
34,36,35.37627410888672
34,37,34.200172424316406
34,38,33.003971099853516
34,39,31.772808074951172
34,40,30.51357650756836
34,41,29.354726791381836
34,42,28.361486434936523
34,43,27.39961814880371
34,44,26.46700668334961
34,45,25.53881836
34,46,24.685138702392578
34,47,23.890121459960938
34,48,23.128128051757812
34,49,22.415721893310547
34,50,21.790224075317383
34,51,21.227027893066406
34,52,20.720115661621094
34,53,20.21361541748047
34,54,19.707502365112305
34,55,19.221738815307617
34,56,18.770017623901367
34,57,18.318456649780273
34,58,17.867040634155273
34,59,17.41575813293457
34,60,16.964603424072266
34,61,16.513559341430664
34,62,16.06261635
34,63,15.611763000488281
34,64,15.160987854003906
34,65,14.71027946472168
34,66,14.259628295898438
34,67,13.80902099609375
34,68,13.35844612121582
34,69,12.918126106262207
34,70,12.490181922912598
34,71,12.062237739562988
34,72,11.650735855102539
34,73,11.266559600830078
34,74,10.882352828979492
34,75,10.498099327087402
34,76,10.11464786529541
34,77,9.763997077941895
34,78,9.413273811340332
34,79,9.062464714050293
34,80,8.711559295654297
34,81,8.360550880432129
34,82,8.009425163269043
34,83,7.658172607421875
34,84,7.306783676147461
34,85,6.955248832702637
34,86,6.603553771972656
34,87,6.251690864562988
34,88,5.899649143218994
34,89,5.547416687011719
34,90,5.194986820220947
34,91,4.842345237731934
34,92,4.4894843101501465
34,93,4.136392116546631
34,94,3.7830591201782227
34,95,3.429471969604492
34,96,3.0756216049194336
34,97,2.721500873565674
34,98,2.3670969009399414
34,99,2.0123958587646484
34,100,1.6573930978775024
34,101,1.3020745515823364
34,102,0.9464317560195923
34,103,0.5904518365859985
34,104,0.23412716388702393
34,105,-0.12255609
34,106,-0.479604602
34,107,-0.837032199
34,108,-1.194848418
34,109,-1.553059459
34,110,-1.911682963
34,111,-2.270724297
34,112,-2.625510216
34,113,-2.976806641
34,114,-3.328252316
34,115,-3.679848194
34,116,-4.031596184
34,117,-4.380186558
34,118,-4.719698906
34,119,-5.058932304
34,120,-5.39788866
35,0,1734.5389404296875
35,1,1551.999267578125
35,2,1361.219727
35,3,1170.6544189453125
35,4,976.0101928710938
35,5,783.8628540039062
35,6,642.7266845703125
35,7,499.7109375
35,8,311.4505310058594
35,9,119.71027374267578
35,10,96.18294525146484
35,11,93.64432525634766
35,12,91.07814789
35,13,88.65593719482422
35,14,86.29999542236328
35,15,83.93167877197266
35,16,81.71884918
35,17,79.75907135009766
35,18,77.97882843017578
35,19,75.91222381591797
35,20,70.98093414
35,21,67.09401703
35,22,64.87621307373047
35,23,62.927024841308594
35,24,60.617671966552734
35,25,57.93142318725586
35,26,54.97804260253906
35,27,52.12666702270508
35,28,49.68172073364258
35,29,47.35248947143555
35,30,45.12550354003906
35,31,42.93556213378906
35,32,40.78365707397461
35,33,39.02201843261719
35,34,37.553314208984375
35,35,36.337589263916016
35,36,35.18560028076172
35,37,33.99824142456055
35,38,32.802005767822266
35,39,31.574766159057617
35,40,30.305774688720703
35,41,29.186349868774414
35,42,28.20958137512207
35,43,27.274681091308594
35,44,26.342426300048828
35,45,25.433059692382812
35,46,24.59827423095703
35,47,23.810535430908203
35,48,23.04821777
35,49,22.350555419921875
35,50,21.738977432250977
35,51,21.187253952026367
35,52,20.680137634277344
35,53,20.173423767089844
35,54,19.668201446533203
35,55,19.201602935791016
35,56,18.74976348876953
35,57,18.298076629638672
35,58,17.846532821655273
35,59,17.395122528076172
35,60,16.943832397460938
35,61,16.492652893066406
35,62,16.04157257080078
35,63,15.59057617
35,64,15.139660835266113
35,65,14.688807487487793
35,66,14.23801040649414
35,67,13.787256240844727
35,68,13.33653450012207
35,69,12.895756721496582
35,70,12.46766185760498
35,71,12.039567947387695
35,72,11.628952980041504
35,73,11.244637489318848
35,74,10.860284805297852
35,75,10.47589111328125
35,76,10.093379974365234
35,77,9.742598533630371
35,78,9.391745567321777
35,79,9.040809631347656
35,80,8.689782143
35,81,8.338648796081543
35,82,7.987404823303223
35,83,7.636034965515137
35,84,7.284533500671387
35,85,6.932886123657227
35,86,6.581087589263916
35,87,6.229123115539551
35,88,5.876983642578125
35,89,5.524661064147949
35,90,5.172142028808594
35,91,4.819417953491211
35,92,4.466480255126953
35,93,4.113315582275391
35,94,3.7599167823791504
35,95,3.406269073486328
35,96,3.0523667335510254
35,97,2.6982011795043945
35,98,2.3437557220458984
35,99,1.9890252351760864
35,100,1.633996605873108
35,101,1.2786604166030884
35,102,0.9230095148086548
35,103,0.567027211
35,104,0.21070921421051025
35,105,-0.14595592
35,106,-0.502981067
35,107,-0.860375762
35,108,-1.218146205
35,109,-1.57630527
35,110,-1.930893302
35,111,-2.28188324
35,112,-2.633010864
35,113,-2.984275341
35,114,-3.33568716
35,115,-3.687243938
35,116,-4.028038979
35,117,-4.36789608
35,118,-4.707492828
35,119,-5.046815395
35,120,-5.385872841
36,0,1689.269775390625
36,1,1507.610107421875
36,2,1317.657715
36,3,1127.431641
36,4,933.9182129
36,5,743.4168701171875
36,6,611.8290405273438
36,7,458.88201904296875
36,8,264.7751159667969
36,9,98.16105651855469
36,10,95.68827819824219
36,11,93.14437103271484
36,12,90.58209991455078
36,13,88.17952728271484
36,14,85.91565704345703
36,15,83.57401275634766
36,16,81.43494415283203
36,17,79.60414123535156
36,18,77.89080047607422
36,19,74.85279083251953
36,20,70.14896392822266
36,21,66.74069977
36,22,64.63829803466797
36,23,62.57562255859375
36,24,60.21393966674805
36,25,57.355403900146484
36,26,54.405616760253906
36,27,51.62861251831055
36,28,49.24382400512695
36,29,46.900333404541016
36,30,44.69285965
36,31,42.50653076171875
36,32,40.45137405395508
36,33,38.80137252807617
36,34,37.356964111328125
36,35,36.14381027
36,36,34.99492645263672
36,37,33.79630661010742
36,38,32.60004425048828
36,39,31.371789932250977
36,40,30.123458862304688
36,41,29.02564239501953
36,42,28.08493423461914
36,43,27.154434204101562
36,44,26.232681274414062
36,45,25.330902099609375
36,46,24.511411666870117
36,47,23.73095131
36,48,22.973901748657227
36,49,22.287498474121094
